session,method,gender,emotion,n_annotators,agreement,path,absolute_path,emotion_label
2,impro,1,neu,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M016.wav,0
2,impro,1,exc,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M017.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M017.wav,6
2,impro,1,hap,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M018.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M018.wav,4
2,impro,1,hap,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M019.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M019.wav,4
2,impro,1,exc,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M023.wav,6
2,impro,1,exc,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M027.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M027.wav,6
2,impro,1,exc,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M028.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M028.wav,6
2,impro,1,exc,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M029.wav,6
2,impro,1,exc,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M034.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M034.wav,6
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F000.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F001.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F002.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F002.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F003.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F003.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F004.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F004.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F005.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F005.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F006.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F006.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F007.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F007.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F008.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F008.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F009.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F009.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F010.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F010.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F011.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F011.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F012.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F012.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F013.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F014.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F015.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F015.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F016.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F017.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F017.wav,0
2,impro,0,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F018.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F018.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F019.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F019.wav,0
2,impro,0,neu,4,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F020.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F020.wav,0
2,impro,0,neu,4,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F021.wav,0
2,impro,0,fru,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F022.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F022.wav,1
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F023.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F024.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F025.wav,0
2,impro,0,neu,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F026.wav,0
2,impro,0,fru,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F028.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F028.wav,1
2,impro,0,fru,4,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_F029.wav,1
2,impro,0,neu,3,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M000.wav,0
2,impro,0,neu,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M001.wav,0
2,impro,0,neu,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M002.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M002.wav,0
2,impro,0,neu,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M003.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M003.wav,0
2,impro,0,sur,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M004.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M004.wav,2
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M006.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M006.wav,1
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M008.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M008.wav,1
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M010.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M010.wav,1
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M011.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M011.wav,1
2,impro,0,ang,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M013.wav,3
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M014.wav,1
2,impro,0,ang,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M016.wav,3
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M017.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M017.wav,1
2,impro,0,ang,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M018.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M018.wav,3
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M019.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M019.wav,1
2,impro,0,fru,3,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M020.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M020.wav,1
2,impro,0,fru,3,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M021.wav,1
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M023.wav,1
2,impro,0,fru,3,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M024.wav,1
2,impro,0,ang,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M025.wav,3
2,impro,0,ang,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M026.wav,3
2,impro,0,fru,3,2,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M027.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M027.wav,1
2,impro,0,fru,3,3,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M028.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M028.wav,1
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F009.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F009.wav,5
2,script,1,hap,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F012.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F012.wav,4
2,script,1,hap,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F013.wav,4
2,script,1,hap,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F014.wav,4
2,script,1,hap,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F016.wav,4
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F020.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F020.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F021.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F022.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F022.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F023.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F024.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F025.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F026.wav,5
2,script,1,hap,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F029.wav,4
2,script,1,neu,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M001.wav,0
2,script,1,exc,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M010.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M010.wav,6
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M020.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M020.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M021.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M022.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M022.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M023.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M024.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M025.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M026.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M027.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M027.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M028.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M028.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M029.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M030.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M030.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M031.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M031.wav,5
2,script,1,sad,3,2,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M032.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M032.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M033.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M033.wav,5
2,script,1,sad,3,3,Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M034.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M034.wav,5
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F000.wav,1
2,impro,1,fru,4,4,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F001.wav,1
2,impro,1,fru,4,4,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F002.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F002.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F003.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F003.wav,1
2,impro,1,fru,4,4,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F004.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F004.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F005.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F005.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F006.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F006.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F007.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F007.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F008.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F008.wav,1
2,impro,1,sad,4,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F009.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F009.wav,5
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F010.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F010.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F011.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F011.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F012.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F012.wav,1
2,impro,1,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F013.wav,1
2,impro,1,fru,4,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F014.wav,1
2,impro,1,fru,4,4,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F015.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F015.wav,1
2,impro,1,sad,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_F016.wav,5
2,impro,1,neu,3,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_M000.wav,0
2,impro,1,neu,3,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_M001.wav,0
2,impro,1,neu,3,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M003.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_M003.wav,0
2,impro,1,neu,3,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M004.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_M004.wav,0
2,impro,1,neu,3,2,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M005.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session2\sentences\wav\Ses02F_impro04\Ses02F_impro04_M005.wav,0
